PROPERTY_NUMBER;PROPERTY_TYPE;PROPERTY_ID;PARCEL_ID;TAX_BILL_ID;TAX_YEAR;EFFECTIVE_RATE;TAXSET_DESCR;CLASSIFICATION_ID;CLASSIFICATION_DESCR;TAX_MARKET_TOTAL;NET_TAX_OWED_1ST;NET_TAX_OWED_2ND
004-11-093;800;903289040;00411093;781713222;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;312,16;297,29
007-20-025;800;403370746;00720025;781921725;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;297,29;297,29
007-20-026;800;903370751;00720026;781921721;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;297,29;297,29
007-20-027;800;403370791;00720027;781921726;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;297,29;297,29
007-20-028;800;703370794;00720028;781921722;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;297,29;297,29
013-05-055;800;403485685;01305055;782006444;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;297,29;297,29
103-22-051;800;303320678;10322051;781721005;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;297,29;297,29
127-15-024;800;403247788;12715024;781761431;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17800;312,16;297,29
546-36-005;800;903450203;54636005;781841403;2018;112,037969;Garfield Hts./Cleveland;4000;COMMERCIAL VACANT LAND;17800;349,56;349,56
005-07-001;800;603303626;00507001;781714087;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17700;295,85;295,85
784-27-013;800;803344704;78427013;782234778;2018;117,525483;Maple Hts.;4000;COMMERCIAL VACANT LAND;17700;0;0
784-30-018;800;603346376;78430018;781886737;2018;117,525483;Maple Hts.;4000;COMMERCIAL VACANT LAND;17700;382,55;364,33
784-30-020;800;903346415;78430020;782182290;2018;117,525483;Maple Hts.;4000;COMMERCIAL VACANT LAND;17700;0;0
812-14-008;800;103449790;81214008;781890378;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;17700;318,1;302,95
002-04-006;800;103235374;00204006;781949281;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17600;293,95;293,95
110-06-067;800;503468361;11006067;782230923;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;17600;304,72;290,21
118-14-014;800;803632029;11814014;782095841;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17600;293,95;293,95
124-12-048;800;803736942;12412048;782158467;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17600;293,95;293,95
211-29-076;800;344799228;21129076;782198473;2018;70,44696;Westlake;4000;COMMERCIAL VACANT LAND;17600;216,97;216,97
673-06-025;800;303336662;67306025;782132469;2018;119,31843;East Cleveland;4010;APARTMENTS 7-19 (WALK-UP);17600;385,88;367,5
673-06-026;800;603336665;67306026;782143570;2018;119,31843;East Cleveland;4010;APARTMENTS 7-19 (WALK-UP);17600;385,88;367,5
137-04-011;800;103453552;13704011;781753567;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;17500;307,14;292,51
763-16-056;800;703269589;76316056;781865591;2018;107,218084;Warrensville Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);17500;328,63;328,63
002-31-005;800;703252525;00231005;782033947;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17400;290,61;290,61
008-06-086;800;2013730666;00806086;782033205;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17400;290,61;290,61
008-14-006;800;303396071;00814006;782086732;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17400;305,14;290,61
139-12-064;800;103513186;13912064;782251243;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;17400;319,67;290,61
004-01-089;800;403281673;00401089;782141941;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17300;303,64;289,18
007-21-034;800;403371511;00721034;781977872;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17300;303,64;289,18
103-21-053;800;803319432;10321053;782149218;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);17300;289,18;289,18
136-01-002;800;203431593;13601002;782055525;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17300;289,18;289,18
321-02-060;800;503592822;32102060;782010156;2018;99,268697;Fairview Park;4000;COMMERCIAL VACANT LAND;17300;300,79;300,79
005-14-007;800;603310142;00514007;781941691;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17200;287,27;287,27
104-08-015;800;403329121;10408015;781720285;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17200;287,27;287,27
120-02-013;800;203673603;12002013;782004542;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17200;301,64;287,27
133-03-020;800;603369938;13303020;781943521;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17200;287,27;287,27
813-02-004;800;203459250;81302004;782095878;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;17200;308,86;294,15
127-24-033;800;703255369;12724033;782071193;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17100;300,13;285,84
791-03-052;800;803376636;79103052;781871388;2018;95,577205;Bedford Hts./Orange;4000;COMMERCIAL VACANT LAND;17100;300,58;286,26
004-01-105;800;303281753;00401105;782139983;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;17000;298,12;283,92
111-23-029;800;403507780;11123029;781748653;2018;95,437969;Cleveland;4095;DAY CARE CENTERS;17000;298,12;283,92
644-06-003;800;503717256;64406003;782217744;2018;114,881873;Euclid;4000;COMMERCIAL VACANT LAND;17000;358,86;341,77
672-26-039;800;303332531;67226039;782037642;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);17000;354,97;354,97
784-27-026;800;103344769;78427026;781870405;2018;117,525483;Maple Hts.;4000;COMMERCIAL VACANT LAND;17000;367,11;349,63
104-14-045;800;403333477;10414045;782004872;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16900;282,5;282,5
671-08-001;800;703302385;67108001;782078907;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);16900;370,84;353,18
812-14-006;800;203449782;81214006;782032452;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;16900;303,74;289,27
005-07-123;800;303304514;00507123;781712869;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16800;280,59;280,59
005-07-124;800;703304518;00507124;781712870;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16800;280,59;280,59
014-20-011;800;203519631;01420011;781983649;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16800;280,59;280,59
021-22-035;800;303677636;02122035;782144018;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;16800;280,59;280,59
103-17-014;800;903318614;10317014;782033869;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16800;294,62;280,59
119-33-010;800;703671187;11933010;781737506;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16800;294,62;280,59
511-12-016;800;203328966;51112016;781975450;2018;113,595952;Newburgh Hts.;4000;COMMERCIAL VACANT LAND;16800;333,97;333,97
671-18-017;800;903311945;67118017;782117468;2018;119,31843;East Cleveland;4010;APARTMENTS 7-19 (WALK-UP);16800;368,34;350,8
672-17-013;800;503327583;67217013;782061404;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;16800;368,34;350,8
673-12-013;800;303342134;67312013;781920137;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;16800;350,8;350,8
004-20-028;800;303297737;00420028;782197370;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16700;279,15;279,15
007-21-033;800;103371508;00721033;782017935;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16700;279,15;279,15
473-21-028;800;503213580;47321028;782039490;2018;89,181136;Parma Hts.;4000;COMMERCIAL VACANT LAND;16700;273,91;260,86
004-03-048;800;903282749;00403048;782119310;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16600;291,12;277,25
008-15-006;800;503397090;00815006;782023109;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16600;277,25;277,25
014-20-014;800;203519640;01420014;781708979;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16600;277,25;277,25
114-08-095;800;303557099;11408095;782219975;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);16600;277,25;277,25
119-08-037;800;203655414;11908037;782120551;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);16600;291,12;277,25
132-01-011;800;603343757;13201011;782106388;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16600;291,12;277,25
562-29-058;800;203506455;56229058;781843954;2018;62,172461;Independence;4000;COMMERCIAL VACANT LAND;16600;189,64;180,61
812-14-053;800;603450155;81214053;782033767;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;16600;283,89;283,89
005-07-122;800;903304511;00507122;781908247;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16500;275,81;275,81
026-14-002;800;903230207;02614002;782060027;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);16500;289,6;275,81
112-13-052;800;803519178;11213052;782241801;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16500;289,6;275,81
119-03-009;800;403649620;11903009;782099810;2018;95,437969;Cleveland;4120;NURSING HOME;16500;289,6;275,81
136-22-018;800;303447929;13622018;782060635;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16500;289,6;275,81
137-14-027;800;503464005;13714027;782249458;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);16500;289,6;275,81
673-06-054;800;303336779;67306054;782185870;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);16500;362,07;344,83
673-06-055;800;603336782;67306055;782213898;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);16500;362,07;344,83
002-14-017;800;103240927;00214017;782246290;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16400;273,91;273,91
018-01-011;800;803602464;01801011;782065402;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16400;273,91;273,91
125-25-014;800;803748597;12525014;782110556;2018;95,437969;Cleveland;4095;DAY CARE CENTERS;16400;287,61;273,91
671-16-018;800;703309819;67116018;782043280;2018;119,31843;East Cleveland;4010;APARTMENTS 7-19 (WALK-UP);16400;359,56;342,44
682-11-057;800;503375202;68211057;782230860;2018;142,378786;Cleveland Hts.;4000;COMMERCIAL VACANT LAND;16400;429,05;408,62
786-11-003;800;203370042;78611003;781968889;2018;117,525483;Maple Hts.;4000;COMMERCIAL VACANT LAND;16400;337,3;337,3
129-15-031;800;403287991;12915031;781914126;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16300;286,11;272,48
130-23-029;800;803327730;13023029;782122209;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);16300;286,11;272,48
004-02-058;800;403282150;00402058;782080718;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;16200;270,56;270,56
004-20-029;800;603297740;00420029;782197369;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16200;270,56;270,56
009-11-003;800;103410037;00911003;782125332;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16200;270,56;270,56
103-24-042;800;803322267;10324042;781971303;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;16200;109,72;104,49
104-08-040;800;503329653;10408040;782196119;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16200;284,09;270,56
104-08-041;800;803329656;10408041;782248594;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16200;284,09;270,56
104-08-050;800;103329694;10408050;782180592;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16200;270,56;270,56
118-24-006;800;803638437;11824006;782027317;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);16200;271,04;271,04
121-20-074;800;403703764;12120074;781963700;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16200;284,09;270,56
129-05-016;800;703280560;12905016;782222821;2018;95,437969;Cleveland;4120;NURSING HOME;16200;270,56;270,56
673-11-019;800;703341256;67311019;781887536;2018;119,31843;East Cleveland;4090;APARTMENTS 1-6 UNITS;16200;347,15;330,62
795-22-009;800;303426383;79522009;781949645;2018;79,825074;Oakwood;4000;COMMERCIAL VACANT LAND;16200;237,62;226,3
795-22-010;800;503426421;79522010;782110718;2018;79,825074;Oakwood;4000;COMMERCIAL VACANT LAND;16200;237,62;226,3
795-22-011;800;803426424;79522011;781949644;2018;79,825074;Oakwood;4000;COMMERCIAL VACANT LAND;16200;237,62;226,3
002-34-164;800;603258491;00234164;782044413;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16100;269,14;269,14
003-09-103;800;103264525;00309103;781971528;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16100;282,6;269,14
005-24-002;800;403322740;00524002;782053648;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16100;282,6;269,14
008-10-008;800;203392857;00810008;781994973;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16100;269,14;269,14
138-11-144;800;703488415;13811144;781982650;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16100;282,6;269,14
004-01-051;800;703281460;00401051;782111201;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;16000;280,58;267,22
444-05-016;800;703519042;44405016;782251373;2018;86,44072;Parma;4000;COMMERCIAL VACANT LAND;16000;254,13;242,03
672-11-057;800;303323315;67211057;781963065;2018;119,31843;East Cleveland;4090;APARTMENTS 1-6 UNITS;16000;334,09;334,09
673-02-045;800;803334669;67302045;782108816;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);16000;350,8;334,09
107-21-038;800;503412561;10721038;781745099;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);15900;279,08;265,79
119-11-014;800;303656630;11911014;782128666;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15900;265,79;265,79
648-24-109;800;803233491;64824109;782213695;2018;114,881873;Euclid;4090;APARTMENTS 1-6 UNITS;15900;319,95;319,95
671-01-013;800;303294821;67101013;781859596;2018;119,31843;East Cleveland;4090;APARTMENTS 1-6 UNITS;15900;344,95;328,52
761-20-018;800;803251374;76120018;781877622;2018;107,218084;Warrensville Hts.;4000;COMMERCIAL VACANT LAND;15900;313,53;298,6
002-31-009;800;303252539;00231009;781711284;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15800;277,09;263,89
004-01-095;800;403281718;00401095;782139891;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15800;277,09;263,89
006-19-005;800;203346831;00619005;781931842;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15800;263,89;263,89
014-20-015;800;603519644;01420015;781708980;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15800;263,89;263,89
103-21-015;800;303319265;10321015;781720373;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15800;277,09;263,89
110-23-003;800;903482207;11023003;782176326;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);15800;0;0
120-13-063;800;603685586;12013063;781985007;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;15800;277,09;263,89
121-20-053;800;303703673;12120053;781740894;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15800;277,09;263,89
546-36-004;800;503450199;54636004;781913381;2018;112,037969;Garfield Hts./Cleveland;4095;DAY CARE CENTERS;15800;310,35;310,35
009-15-036;800;303412334;00915036;781704143;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15700;275,58;262,45
119-33-012;800;403671193;11933012;781737508;2018;95,437969;Cleveland;4120;NURSING HOME;15700;275,58;262,45
119-33-013;800;703671241;11933013;781737509;2018;95,437969;Cleveland;4120;NURSING HOME;15700;275,58;262,45
544-03-010;800;903398381;54403010;781992205;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;15700;353,46;353,46
007-21-036;800;903371633;00721036;781936090;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15600;260,55;260,55
019-17-013;800;903643802;01917013;781728502;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15600;273,58;260,55
102-39-012;800;203311056;10239012;781721114;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15600;274,07;261,02
118-14-016;800;703632037;11814016;782095840;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15600;260,55;260,55
118-25-110;800;503641575;11825110;782161033;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15600;260,55;260,55
132-01-071;800;203344392;13201071;782149886;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;15600;270,43;257,55
391-01-008;800;603285248;39101008;781810818;2018;74,355749;Strongsville;4000;COMMERCIAL VACANT LAND;15600;213,14;202,99
544-13-019;800;903406616;54413019;782047812;2018;128,531053;Garfield Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);15600;368,44;350,89
544-13-032;800;103406662;54413032;782047814;2018;128,531053;Garfield Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);15600;368,44;350,89
103-24-088;800;303322649;10324088;782162579;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15500;272,07;259,11
105-18-001;800;903351788;10518001;782008400;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15500;259,11;259,11
108-03-044;800;103415860;10803044;782039196;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;15500;272,07;259,11
120-10-062;800;403683118;12010062;781913811;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;15500;28,01;26,67
138-10-038;800;303486584;13810038;781753820;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15500;272,07;259,11
791-24-011;800;903384242;79124011;781872487;2018;97,925074;Bedford Hts.;4000;COMMERCIAL VACANT LAND;15500;279,17;265,87
008-10-052;800;703393123;00810052;781897754;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15400;257,21;257,21
019-21-034;800;903647582;01921034;781729205;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15400;257,21;257,21
103-15-089;800;103318093;10315089;782018878;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15400;270,07;257,21
118-08-032;800;903627638;11808032;782144776;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15400;257,21;257,21
125-25-012;800;203748591;12525012;782110558;2018;95,437969;Cleveland;4095;DAY CARE CENTERS;15400;270,07;257,21
132-13-132;800;803355522;13213132;782154928;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15400;257,21;257,21
671-08-059;800;303302597;67108059;782106075;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);15400;337,64;321,56
673-06-066;800;803336820;67306066;782092282;2018;119,31843;East Cleveland;4010;APARTMENTS 7-19 (WALK-UP);15400;337,64;321,56
831-14-302;800;2010828598;83114302;782012961;2018;83,601652;Mayfield Village;4000;COMMERCIAL VACANT LAND;15400;236,58;225,31
004-03-043;800;603282602;00403043;781711979;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15300;268,57;255,78
004-03-045;800;303282608;00403045;781711980;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15300;268,57;255,78
004-03-046;800;103282741;00403046;781936515;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15300;268,57;255,78
114-13-008;800;303559025;11413008;782162586;2018;95,437969;Cleveland;4050;APARTMENTS 20-39 UNITS (ELEVATOR);15300;255,78;255,78
118-13-026;800;403631773;11813026;782098169;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15300;255,78;255,78
004-01-086;800;103281661;00401086;782154448;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15200;266,56;253,86
103-14-005;800;803316462;10314005;782101284;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15200;266,56;253,86
118-23-107;800;503637777;11823107;781900305;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15200;253,86;253,86
142-11-009;800;303564191;14211009;782198128;2018;95,437969;Cleveland;4095;DAY CARE CENTERS;15200;266,56;253,86
488-02-030;800;503297235;48802030;781818133;2018;74,391307;North Royalton;4000;COMMERCIAL VACANT LAND;15200;197,89;197,89
102-39-007;800;303311021;10239007;781721729;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15100;265,06;252,44
102-39-008;800;603311024;10239008;781721111;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15100;265,06;252,44
102-39-009;800;103311028;10239009;781721112;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15100;252,44;252,44
102-39-010;800;303311048;10239010;781914028;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15100;265,06;252,44
546-02-010;800;603435728;54602010;782088177;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;15100;356,96;339,96
006-06-076;800;903335075;00606076;782108056;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;15000;250,52;250,52
023-01-011;800;303716867;02301011;782091037;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);15000;250,52;250,52
107-04-027;800;703392421;10704027;781743053;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;15000;248,05;248,05
